,courses_id,course_name,department_id
6723,MCDB 3135, Molecular Biology,MCDB
6724,MCDB 3140, Cell Biology Laboratory,MCDB
6725,MCDB 3145, Cell Biology,MCDB
6726,MCDB 3150, Biology of the Cancer Cell,MCDB
6727,MCDB 3160, Infectious Disease,MCDB
6728,MCDB 3171, Advanced Discovery Based Lab - Antibiotics,MCDB
6729,MCDB 3300, Personalized Medicine - Recent Advances in Diagnostics and Therapeutics,MCDB
6730,MCDB 3330, Evolution and Creationism,MCDB
6731,MCDB 3332, Scientific Ethics,MCDB
6732,MCDB 3333, Biomedical Innovations and Discoveries,MCDB
6733,MCDB 3350," Fertility, Sterility, and Early Mammalian Development",MCDB
6734,MCDB 3450, Biological Data Science,MCDB
6735,MCDB 3501, Structural Methods for Biological Macromolecules,MCDB
6736,MCDB 3650, The Brain - From Molecules to Behavior,MCDB
6737,MCDB 3651, The Brain: Dysfunction to Disease,MCDB
6738,MCDB 3700, Poisons in Cell Biology and Society,MCDB
6739,MCDB 3990, Introduction to Systems Biololgy for Biologists,MCDB
6740,MCDB 4100, Special Topics,MCDB
6741,MCDB 4101, Manipulating Genomes-Discovering Gene Functions,MCDB
6742,MCDB 4105," Function of Cellular and Nuclear, Assemblies, and Machines",MCDB
6743,MCDB 4111, Experimental Design and Research in Cell and Molecular Biology,MCDB
6744,MCDB 4150, Biology of Aging and Longevity,MCDB
6745,MCDB 4185, Geomicrobiology,MCDB
6746,MCDB 4201, From Bench to Bedside: The Role of Science in Medicine,MCDB
6747,MCDB 4202, The Python Project,MCDB
6748,MCDB 4234, Research Methods,MCDB
6749,MCDB 4300, Immunology,MCDB
6750,MCDB 4310, Microbial Genetics and Physiology,MCDB
6751,MCDB 4312, Quantitative Optical Imaging,MCDB
6752,MCDB 4350, Microbial Diversity and the Biosphere,MCDB
6753,MCDB 4361, Evolution and Development,MCDB
6754,MCDB 4410, Human Molecular Genetics,MCDB
6755,MCDB 4420, Genetics of Brain and Behavior,MCDB
6756,MCDB 4422," Molecular Biology of Free Radicals: Role(s) in Oxidative Stress, Signaling, Disease, Aging",MCDB
6757,MCDB 4425," Topics in Membrane Biology: Cell Biology, Physiology and Disease",MCDB
6758,MCDB 4426, Cell Signaling and Developmental Regulation,MCDB
6759,MCDB 4427, Biology of the Visual System,MCDB
6760,MCDB 4428, Regulation of Lifespan,MCDB
6761,MCDB 4441, Animal Developmental Diversity,MCDB
6762,MCDB 4444, Cellular Basis of Disease,MCDB
6763,MCDB 4471, Mechanisms of Gene Regulation in Eukaryotes,MCDB
6764,MCDB 4520, Bioinformatics and Genomics,MCDB
6765,MCDB 4521, Bioinformatics and Genomics Laboratory,MCDB
6766,MCDB 4550," Cells, Molecules and Tissues: A Biophysical Approach",MCDB
6767,MCDB 4560, Introduction to Biophysics,MCDB
6768,MCDB 4615, Biology of Stem Cells,MCDB
6769,MCDB 4621, Genome Databases: Mining and Management,MCDB
6770,MCDB 4650, Developmental Biology,MCDB
6771,MCDB 4680, Mechanisms of Aging,MCDB
6772,MCDB 4750, Animal Virology,MCDB
6773,MCDB 4777, Molecular Neurobiology,MCDB
6774,MCDB 4790," Oocytes, Stem Cells, Organisms: Experiments to Discoveries",MCDB
6775,MCDB 4800, Molecular Evolution: How Natural Selection has Shaped the Molecules of Life,MCDB
6776,MCDB 4810, Insane in the Membrane: The Biology and Biophysics of the Membrane,MCDB
6777,MCDB 4811, Teaching and Learning Biology,MCDB
6778,MCDB 4840, Upper-Division Independent Study,MCDB
6779,MCDB 4900, Public Health Practicum,MCDB
6780,MCDB 4960, Research Communication: Analyzing Data and Effectively Communicating Science for Honors Students,MCDB
6781,MCDB 4980, Honors Research,MCDB
6782,MCDB 4990, Honors Thesis,MCDB
6783,MCDB 5201, Graduate Lab in Molecular Evolution,MCDB
6784,MCDB 5210, Cell Structure and Function (Lecture and Discussion),MCDB
6785,MCDB 5220, Graduate Core 2,MCDB
6786,MCDB 5230, Graduate Core 1,MCDB
6787,MCDB 5250, Topics in Developmental Genetics (Methods and Logic),MCDB
6788,MCDB 5301, Immunology,MCDB
6789,MCDB 5310, Microbial Genetics and Physiology,MCDB
6790,MCDB 5312, Quantitative Optical Imaging,MCDB
6791,MCDB 5350, Microbial Diversity and the Biosphere,MCDB
6792,MCDB 5361, Evolution and Development,MCDB
6793,MCDB 5425," Topics in Membrane Biology: Cell Biology, Physiology and Disease",MCDB
6794,MCDB 5426, Cell Signaling and Developmental Regulation,MCDB
6795,MCDB 5427, Biology of the Visual System,MCDB
6796,MCDB 5441, Animal Developmental Diversity,MCDB
6797,MCDB 5471, Mechanisms of Gene Regulation in Eukaryotes,MCDB
6798,MCDB 5520, Bioinformatics and Genomics,MCDB
6799,MCDB 5521, Bioinformatics and Genomics Laboratory,MCDB
6800,MCDB 5550," Cells, Molecules and Tissues: A Biophysical Approach",MCDB
6801,MCDB 5560, Introduction to Biophysics,MCDB
6802,MCDB 5615, Biology of Stem Cells,MCDB
6803,MCDB 5621, Genome Databases: Mining and Management,MCDB
6804,MCDB 5650, Teaching and Learning in Undergraduate Science Courses,MCDB
6805,MCDB 5651, Developmental Biology,MCDB
6806,MCDB 5680, Mechanisms of Aging,MCDB
6807,MCDB 5750, Animal Virology,MCDB
6808,MCDB 5776, Scientific Ethics and Responsible Conduct in Research,MCDB
6809,MCDB 5777, Molecular Neurobiology,MCDB
6810,MCDB 5811, Teaching and Learning Biology,MCDB
6811,MCDB 6000, Introduction to Laboratory Methods,MCDB
6812,MCDB 6440, Special Topics in MCD Biology,MCDB
6813,MCDB 6441, Faculty Res Seminar,MCDB
6814,MCDB 6442, Research Grant Writing,MCDB
6815,MCDB 6940, Master's Candidate for Degree,MCDB
6816,MCDB 6950, Master's Thesis,MCDB
6817,MCDB 7840, Graduate Independent Study,MCDB
6818,MCDB 7910, Seminar Practicum,MCDB
6819,MCDB 8990, Doctoral Dissertation,MCDB
6820,MSBC 5015, Managerial Economics,MSBC
6821,MSBC 5020, Financial Accounting,MSBC
6822,MSBC 5030, Quantitative Methods,MSBC
6823,MSBC 5031, Quantitative Methods in Finance,MSBC
6824,MSBC 5032, Quantitative Methods in Real Estate,MSBC
6825,MSBC 5060, Corporate Finance,MSBC
6826,MSBC 5070, Survey of Business Analytics,MSBC
6827,MSBC 5180, Machine Learning in Python,MSBC
6828,MSBC 5190, Modern Artificial Intelligence: Introduction to AI for Business,MSBC
6829,MSBC 5220, MS Investment Management & Analysis,MSBC
6830,MSBC 5460, Supply Chain Strategy,MSBC
6831,MSBC 5480, SCMN Experiential Projects,MSBC
6832,MSBC 5490, BUAN Experiential Projects,MSBC
6833,MSBC 5610, MS Real Estate Finance and Investment,MSBC
6834,MSBC 5680, Optimization Modeling,MSBC
6835,MSBX 5080, Decision Modeling and Applications,MSBX
6836,MSBX 5205, Financial Strategy and Decision Modeling,MSBX
6837,MSBX 5225, Advanced Portfolio Management,MSBX
6838,MSBX 5260, Fixed Income Investing,MSBX
6839,MSBX 5270, Applied Derivatives,MSBX
6840,MSBX 5310, Customer Analytics,MSBX
6841,MSBX 5311, Customer Analytics,MSBX
6842,MSBX 5405, Structured Data Modeling and Analysis,MSBX
6843,MSBX 5410, Fundamentals of Data Analytics,MSBX
6844,MSBX 5415, Advanced Data Analytics,MSBX
6845,MSBX 5420, Unstructured and Distributed Data Modeling and Analysis,MSBX
6846,MSBX 5430, Advanced Statistical Analysis,MSBX
6847,MSBX 5435, Planning and Production,MSBX
6848,MSBX 5440, Decision Analysis,MSBX
6849,MSBX 5450, Transportation and Logistics,MSBX
6850,MSBX 5470, Procurement and Contracting,MSBX
6851,MSBX 5480, Information Security Management,MSBX
6852,MSBX 5500, Security Analytics with Python and Machine Learning,MSBX
6853,MSBX 5605, Real Estate Investment and Risk Management,MSBX
6854,MSBX 5680, Real Estate Technology,MSBX
6855,MSBX 6290, Textual Analysis in Business,MSBX
6856,MUSM 4010, Museums and Society,MUSM
6857,MUSM 4473, Museum Field Methods in Botany,MUSM
6858,MUSM 4484, Museum Field Methods in Geology,MUSM
6859,MUSM 4795, Field Methods in Zoology and Botany,MUSM
6860,MUSM 4900, Independent Study,MUSM
6861,MUSM 4912, Collections Research Practicum in Cultural Anthropology,MUSM
6862,MUSM 4913, Museum Practicum in Botany,MUSM
6863,MUSM 4914, Museum Practicum in Geology,MUSM
6864,MUSM 4915, Museum Practicum in Zoology,MUSM
6865,MUSM 4916, Museum Practicum in Entomology,MUSM
6866,MUSM 4917, Museum Practicum in Techniques,MUSM
6867,MUSM 5011, Introduction to Museum Studies,MUSM
6868,MUSM 5021, Selected Museum Topics,MUSM
6869,MUSM 5030, Museum Education,MUSM
6870,MUSM 5031, Museums and the Public: Exhibit Development,MUSM
6871,MUSM 5041, Museum Administration,MUSM
6872,MUSM 5045, Introduction to Museum Anthropology,MUSM
6873,MUSM 5051, Museum Collections Management,MUSM
6874,MUSM 5061, Introduction to Scientific Illustration,MUSM
6875,MUSM 5474, Vertebrate Paleontology,MUSM
6876,MUSM 5484, Museum Field Methods in Geology,MUSM
6877,MUSM 5760, Mammalogy,MUSM
6878,MUSM 5795, Field Methods in Zoology and Botany,MUSM
6879,MUSM 5900, Independent Study,MUSM
6880,MUSM 5912, Collections Research Practicum in Cultural Anthropology,MUSM
6881,MUSM 5913, Museum Practicum in Botany,MUSM
6882,MUSM 5914, Museum Practicum in Geology,MUSM
6883,MUSM 5915, Museum Practicum in Zoology,MUSM
6884,MUSM 5916, Museum Practicum in Entomology,MUSM
6885,MUSM 5917, Museum Practicum in Techniques,MUSM
6886,MUSM 5918, Museum Practicum in Advanced Collections Management,MUSM
6887,MUSM 5919, Collections Research Practicum: Archaeology,MUSM
6888,MUSM 6110, Advanced Seminar in Museum Issues,MUSM
6889,MUSM 6150, Critical and Theoretical Issues in Museums,MUSM
6890,MUSM 6930, Museum Internship,MUSM
6891,MUSM 6940, Master's Candidate for Degree,MUSM
6892,MUSM 6950, Master's Thesis,MUSM
6893,MUSM 6960, Master's Project or Paper,MUSM
6894,MUEL 1081, Basic Music Theory,MUEL
6895,MUEL 1115, Piano Class 1,MUEL
6896,MUEL 1125, Piano Class II,MUEL
6897,MUEL 1145, Guitar Class,MUEL
6898,MUEL 1155, Intermediate Guitar,MUEL
6899,MUEL 1184, Voice Class,MUEL
6900,MUEL 1416, Introduction to Hand Percussion,MUEL
6901,MUEL 1832, Appreciation of Music,MUEL
6902,MUEL 2031, Making Electronic Music,MUEL
6903,MUEL 2051, Introduction to Songwriting Techniques,MUEL
6904,MUEL 2061, Introduction to Music Technology,MUEL
6905,MUEL 2071, Intro to Audio Recording,MUEL
6906,MUEL 2081, Prepared for the Soundcheck,MUEL
6907,MUEL 2091, Intro to Audio Recording,MUEL
6908,MUEL 2184, Voice Class,MUEL
6909,MUEL 2742, Wild West Soundscapes,MUEL
6910,MUEL 2752, Music in American Culture,MUEL
6911,MUEL 2762, Topics in Music and Drama,MUEL
6912,MUEL 2772, World Musics: Asia and Oceania,MUEL
6913,MUEL 2782," World Music: Africa, Europe, and the Americas",MUEL
6914,MUEL 2832, Musical Mavericks: Misfits and Geniuses,MUEL
6915,MUEL 2842, American Musical Theatre,MUEL
6916,MUEL 2852, Music in the Rock Era,MUEL
6917,MUEL 2862, American Film Musical,MUEL
6918,MUEL 2872, Heavy Metal,MUEL
6919,MUEL 3051, Basic Composition,MUEL
6920,MUEL 3642, History of Jazz,MUEL
6921,MUEL 3772, West African Music and Culture in Ghana,MUEL
6922,MUEL 3822, Words and Music,MUEL
6923,MUEL 3832, Music in Literature,MUEL
6924,MUEL 3862, Music and Global Health,MUEL
6925,MUEL 3872, Music in the Rock Era: Special Topics in Heavy Metal,MUEL
6926,MUEL 3882, Music and Violence,MUEL
6927,MUEL 3892, Music and Space,MUEL
6928,MUEL 4012, African Music,MUEL
6929,MUEL 4111, Composing at the Computer,MUEL
6930,MUEL 4121, Topics in Music Technology,MUEL
6931,EMUS 1207, Festival Chorus,EMUS
6932,EMUS 1217, Chamber Singers,EMUS
6933,EMUS 1227, University Choir,EMUS
6934,EMUS 1237, Treble Chorus,EMUS
6935,EMUS 1247, Men's Chorus,EMUS
6936,EMUS 1257, Collegiate Chorale,EMUS
6937,EMUS 1277, Court Players,EMUS
6938,EMUS 1287, Marching Band,EMUS
6939,EMUS 1297, Wind Symphony,EMUS
6940,EMUS 1307, Symphonic Band,EMUS
6941,EMUS 1317, Concert Band,EMUS
6942,EMUS 1327, Symphony Orchestra,EMUS
6943,EMUS 1337, Chamber Orchestra,EMUS
6944,EMUS 1347, Bell Ensemble,EMUS
6945,EMUS 1367, Early Music Ensembles,EMUS
6946,EMUS 1377, Chamber Music-Brass,EMUS
6947,EMUS 1387, Chamber Music-Strings,EMUS
6948,EMUS 1397, Chamber Music Piano Duo,EMUS
6949,EMUS 1407, Chamber Music-Woodwinds,EMUS
6950,EMUS 1417, Percussion Ensemble,EMUS
6951,EMUS 1427, Jazz Ensemble,EMUS
6952,EMUS 1437, Jazz Combo,EMUS
6953,EMUS 1447, Guitar Ensemble,EMUS
6954,EMUS 1457, Electronic Music Ensemble,EMUS
6955,EMUS 1467, World Music Ensemble,EMUS
6956,EMUS 1477, Chamber Choir,EMUS
6957,EMUS 1507, Chamber Music,EMUS
6958,EMUS 1517, Campus Orchestra,EMUS
6959,EMUS 3207, Festival Chorus,EMUS
6960,EMUS 3217, Chamber Singers,EMUS
6961,EMUS 3227, University Choir,EMUS
6962,EMUS 3237, Treble Chorus,EMUS
6963,EMUS 3247, Men's Chorus,EMUS
6964,EMUS 3257, Collegiate Chorale,EMUS
6965,EMUS 3287, Marching Band,EMUS
6966,EMUS 3297, Wind Symphony,EMUS
6967,EMUS 3307, Symphonic Band,EMUS
6968,EMUS 3317, Concert Band,EMUS
6969,EMUS 3327, Symphony Orchestra,EMUS
6970,EMUS 3337, Chamber Orchestra,EMUS
6971,EMUS 3347, Bell Ensemble,EMUS
6972,EMUS 3357, Harp Ensemble,EMUS
6973,EMUS 3367, Early Music Ensembles,EMUS
6974,EMUS 3377, Chamber Music-Brass,EMUS
6975,EMUS 3387, Chamber Music-Strings,EMUS
6976,EMUS 3397, Chamber Music Piano Duo,EMUS
6977,EMUS 3407, Chamber Music-Woodwinds,EMUS
6978,EMUS 3417, Percussion Ensemble,EMUS
6979,EMUS 3427, Jazz Ensemble,EMUS
6980,EMUS 3437, Jazz Combo,EMUS
6981,EMUS 3447, Guitar Ensemble,EMUS
6982,EMUS 3457, Electronic Music Ensemble,EMUS
6983,EMUS 3467, World Music Ensemble,EMUS
6984,EMUS 3477, Chamber Choir,EMUS
6985,EMUS 3507, Chamber Music,EMUS
6986,EMUS 3517, Campus Orchestra,EMUS
6987,EMUS 5217, Chamber Singers,EMUS
6988,EMUS 5227, University Choir,EMUS
6989,EMUS 5297, Wind Symphony,EMUS
6990,EMUS 5307, Symphonic Band,EMUS
6991,EMUS 5327, Symphony Orchestra,EMUS
6992,EMUS 5337, Chamber Orchestra,EMUS
6993,EMUS 5367, Early Music Ensembles,EMUS
6994,EMUS 5377, Chamber Music-Brass,EMUS
6995,EMUS 5387, Chamber Music-Strings,EMUS
6996,EMUS 5407, Chamber Music-Woodwinds,EMUS
6997,EMUS 5417, Percussion Ensemble,EMUS
6998,EMUS 5427, Jazz Ensemble,EMUS
6999,EMUS 5437, Jazz Combo,EMUS
7000,EMUS 5447, Guitar Ensemble,EMUS
7001,EMUS 5457, Electronic Music Ensemble,EMUS
7002,EMUS 5467, World Music Ensemble,EMUS
7003,EMUS 5477, Chamber Choir,EMUS
7004,EMUS 5507, Chamber Music,EMUS
7005,MUSC 1081, Intensive Music Theory,MUSC
7006,MUSC 1101, Semester 1 Theory,MUSC
7007,MUSC 1103, Becoming a Music Teacher,MUSC
7008,MUSC 1111, Semester 2 Theory,MUSC
7009,MUSC 1121," Aural Skills Lab, Semester 1",MUSC
7010,MUSC 1131," Aural Skills Lab, Semester 2",MUSC
7011,MUSC 1325, Piano Sight Reading,MUSC
7012,MUSC 1326, Guitar Musicianship and Accompanying,MUSC
7013,MUSC 1544, Italian Diction,MUSC
7014,MUSC 1554, English Diction,MUSC
7015,MUSC 1802, Introduction to Musical Styles and Ideas,MUSC
7016,MUSC 2041, Applications of Music Technology (5-week segment),MUSC
7017,MUSC 2061, Introduction to Music Technology,MUSC
7018,MUSC 2081, Prepared for the Soundcheck,MUSC
7019,MUSC 2091, Recording Techniques,MUSC
7020,MUSC 2101, Semester 3 Theory,MUSC
7021,MUSC 2103, Introduction to Music Education,MUSC
7022,MUSC 2111, Semester 4 Theory,MUSC
7023,MUSC 2121," Aural Skills Lab, Semester 3",MUSC
7024,MUSC 2131," Aural Skills Lab, Semester 4",MUSC
7025,MUSC 2325, Applied Harmony for the Keyboard,MUSC
7026,MUSC 2365, Introduction to Accompanying,MUSC
7027,MUSC 2608, Alexander Technique,MUSC
7028,MUSC 2772, World Musics: Asia and Oceania,MUSC
7029,MUSC 2782," World Musics: Africa, Europe, and the Americas",MUSC
7030,MUSC 2918, Building Your Music Career,MUSC
7031,MUSC 2988, Introduction to Music Research,MUSC
7032,MUSC 2997, Sophomore Proficiency,MUSC
7033,MUSC 3013, String Class,MUSC
7034,MUSC 3023, Woodwind Class,MUSC
7035,MUSC 3033, Brass Class,MUSC
7036,MUSC 3041, Instrumentation and Arranging,MUSC
7037,MUSC 3043, Percussion Class,MUSC
7038,MUSC 3051, Beginning Composition,MUSC
7039,MUSC 3061, Jazz Improvisation I,MUSC
7040,MUSC 3071, Jazz Improvisation II,MUSC
7041,MUSC 3081, Jazz Theory and Aural Foundations 1,MUSC
7042,MUSC 3091, Jazz Theory and Aural Foundations 2,MUSC
7043,MUSC 3133, Teaching General Music I,MUSC
7044,MUSC 3153, Teaching Woodwind Instruments,MUSC
7045,MUSC 3163, Teaching String Instruments,MUSC
7046,MUSC 3176, Conducting 1,MUSC
7047,MUSC 3186, Conducting II,MUSC
7048,MUSC 3193, Vocal Pedagogy and Literature for Young Voices,MUSC
7049,MUSC 3223, Teaching Brass Instruments,MUSC
7050,MUSC 3226, Percussion Literature and Pedagogy for Undergraduate Percussion Majors,MUSC
7051,MUSC 3243, Teaching Percussion Instruments,MUSC
7052,MUSC 3253, Jazz Techniques for the Music Educator,MUSC
7053,MUSC 3256, Guitar Pedagogy,MUSC
7054,MUSC 3273, String Pedagogy and Literature,MUSC
7055,MUSC 3345, Piano Pedagogy 1,MUSC
7056,MUSC 3355, Piano Pedagogy 2,MUSC
7057,MUSC 3363, Marching Band Techniques,MUSC
7058,MUSC 3444, French Diction,MUSC
7059,MUSC 3464, German Diction,MUSC
7060,MUSC 3642, History of Jazz 1,MUSC
7061,MUSC 3652, History of Jazz 2,MUSC
7062,MUSC 3772, West African Music and Culture in Ghana,MUSC
7063,MUSC 3802, History of Western Music 1,MUSC
7064,MUSC 3812, History of Western Music 2,MUSC
7065,MUSC 3997, Junior Recital,MUSC
7066,MUSC 4001, New Musical Styles and Practices,MUSC
7067,MUSC 4011, 16th Century Counterpoint,MUSC
7068,MUSC 4012, African Music,MUSC
7069,MUSC 4021, 18th Century Counterpoint,MUSC
7070,MUSC 4031, Jazz Arranging 1,MUSC
7071,MUSC 4041, Orchestration,MUSC
7072,MUSC 4061, Tonal Analysis,MUSC
7073,MUSC 4071, Post-Tonal Theory and Analysis,MUSC
7074,MUSC 4078, Piano Technician for Pianists,MUSC
7075,MUSC 4091, Jazz Arranging 2,MUSC
7076,MUSC 4101, Theory and Aural Skills Review,MUSC
7077,MUSC 4103, Introduction to Student Teaching,MUSC
7078,MUSC 4106, Guitar Literature,MUSC
7079,MUSC 4111, Composing at the Computer,MUSC
7080,MUSC 4112, Ethnomusicology,MUSC
7081,MUSC 4113, Teaching General Music 2,MUSC
7082,MUSC 4121, Topics in Music Technology,MUSC
7083,MUSC 4122, Music in Jewish Culture,MUSC
7084,MUSC 4133, Student Teaching Practicum,MUSC
7085,MUSC 4141," Instrument Design Lab: Sound, Perception & Creativity",MUSC
7086,MUSC 4142, American Indian Music,MUSC
7087,MUSC 4143, Topics in Choral Music Education,MUSC
7088,MUSC 4151, Topics in Music Analysis,MUSC
7089,MUSC 4152, East Asian Music,MUSC
7090,MUSC 4153, Percussion Class and Pedagogy,MUSC
7091,MUSC 4161, Advanced Jazz Composition and Analysis,MUSC
7092,MUSC 4163, Choral Literature for School Ensembles,MUSC
7093,MUSC 4168, World Music Theories,MUSC
7094,MUSC 4171, Advanced Jazz Improvisation and Analysis,MUSC
7095,MUSC 4176, Conducting 3,MUSC
7096,MUSC 4191, Advanced Recording,MUSC
7097,MUSC 4193, Student Teaching Seminar,MUSC
7098,MUSC 4202, Special Topic in Musicology: Current and Critical Issues,MUSC
7099,MUSC 4203, Music Methods Practicum,MUSC
7100,MUSC 4223, Secondary Music Teaching Approaches,MUSC
7101,MUSC 4313, Teaching Choral Music,MUSC
7102,MUSC 4323, Differentiating Instruction in K-8 Music Classrooms,MUSC
7103,MUSC 4325, Keyboard Literature 1,MUSC
7104,MUSC 4335, Keyboard Literature 2,MUSC
7105,MUSC 4336, Brass Pedagogy,MUSC
7106,MUSC 4346, Woodwind Pedagogy,MUSC
7107,MUSC 4405, Basso-Continuo Accompaniment,MUSC
7108,MUSC 4443, Teaching Instrumental Music,MUSC
7109,MUSC 4608, Advanced Studies in the Alexander Technique,MUSC
7110,MUSC 4666, Chamber Music Lit WW/Prc,MUSC
7111,MUSC 4712, Renaissance Music,MUSC
7112,MUSC 4752, Women in Music,MUSC
7113,MUSC 4772, History of Opera,MUSC
7114,MUSC 4802, Studies in 20th Century Music,MUSC
7115,MUSC 4852, 17th and Early 18th Century Music,MUSC
7116,MUSC 4862, African American Music,MUSC
7117,MUSC 4872, Late 18th and 19th Century Music,MUSC
7118,MUSC 4892, Latin American Music,MUSC
7119,MUSC 4908, Internship in Music Business,MUSC
7120,MUSC 4957, Senior Thesis,MUSC
7121,MUSC 4958, Community Performances,MUSC
7122,MUSC 4968, Management and Leadership in the Arts,MUSC
7123,MUSC 4978, Introduction to Arts Administration,MUSC
7124,MUSC 4988, The Entrepreneurial Artist,MUSC
7125,MUSC 4997, Senior Recital,MUSC
7126,MUSC 4998, Music Entrepreneurship Certificate Capstone,MUSC
7127,MUSC 5002, Proseminar in Historical Musicology,MUSC
7128,MUSC 5011, 16th Century Counterpoint,MUSC
7129,MUSC 5012, African Music,MUSC
7130,MUSC 5021, 18th Century Counterpoint,MUSC
7131,MUSC 5026, Percussion Literature,MUSC
7132,MUSC 5036, Brass Literature,MUSC
7133,MUSC 5041, Advanced Orchestration,MUSC
7134,MUSC 5061, Advanced Tonal Analysis,MUSC
7135,MUSC 5071, Post-tonal Theory and Analysis I,MUSC
7136,MUSC 5078, Piano Technician for Pianists,MUSC
7137,MUSC 5081, Applications in Music Technology,MUSC
7138,MUSC 5091, Contemporary Theory - Jazz and Modal Music,MUSC
7139,MUSC 5103, Teaching General Music,MUSC
7140,MUSC 5112, Proseminar in Ethnomusicology,MUSC
7141,MUSC 5121, Advanced Topics in Music Technology,MUSC
7142,MUSC 5136, Advanced Conducting,MUSC
7143,MUSC 5141," Instrument Design Lab: Sound, Perception & Creativity",MUSC
7144,MUSC 5142, American Indian Music,MUSC
7145,MUSC 5143, Topics in Choral Music Education,MUSC
7146,MUSC 5151, Topics in Music Analysis,MUSC
7147,MUSC 5153, Advanced Topics in K-12 Music Pedagogy,MUSC
7148,MUSC 5156, Symposium in Choral Music,MUSC
7149,MUSC 5163, Advanced Topics in Secondary Choral Music Education Pedagogy,MUSC
7150,MUSC 5168, World Music Theories,MUSC
7151,MUSC 5173, Advanced Instrumental Techniques and Pedagogy,MUSC
7152,MUSC 5176, Conducting 3,MUSC
7153,MUSC 5183, Research in Music Teaching,MUSC
7154,MUSC 5203, Topics in Music Education,MUSC
7155,MUSC 5215, Studies in Piano Teaching,MUSC
7156,MUSC 5246, Jazz Improvisation and Analysis,MUSC
7157,MUSC 5256, Jazz Studies Administration and Pedagogy,MUSC
7158,MUSC 5273, Comprehensive String Pedagogy,MUSC
7159,MUSC 5285, Organ Survey,MUSC
7160,MUSC 5305, Piano Pedagogy Group Techniques,MUSC
7161,MUSC 5313, Teaching Choral Music,MUSC
7162,MUSC 5315, Piano Pedagogy: Intermediate Literature,MUSC
7163,MUSC 5325, Keyboard Literature 1,MUSC
7164,MUSC 5335, Keyboard Literature 2,MUSC
7165,MUSC 5336, Brass Pedagogy,MUSC
7166,MUSC 5345, Research: Piano Literature and Pedagogy,MUSC
7167,MUSC 5346, Woodwind Pedagogy,MUSC
7168,MUSC 5356, Jazz Studies Practicum,MUSC
7169,MUSC 5365, Advanced Accompanying,MUSC
7170,MUSC 5375, Opera Coaching for Pianists,MUSC
7171,MUSC 5405, Basso-Continuo Accompaniment,MUSC
7172,MUSC 5425," Collaborative Literature for Piano with Winds, Brass, and Percussion",MUSC
7173,MUSC 5435, Collaborative Literature for Piano with Strings,MUSC
7174,MUSC 5443, Teaching Instrumental Music,MUSC
7175,MUSC 5444, Vocal Pedagogy,MUSC
7176,MUSC 5446, Supervised Teaching Practicum,MUSC
7177,MUSC 5454, Repertory for Young Voices,MUSC
7178,MUSC 5464, French Song Literature,MUSC
7179,MUSC 5484, Graduate Seminar in Vocal Pedagogy,MUSC
7180,MUSC 5564, German Song Literature,MUSC
7181,MUSC 5583, Inclusive Music Classroom,MUSC
7182,MUSC 5608, Graduate Studies in the Alexander Technique,MUSC
7183,MUSC 5642, Jazz History and Literature,MUSC
7184,MUSC 5666, Chamber Music Literature: Woodwinds,MUSC
7185,MUSC 5708, Introduction to Music Bibliography and Research,MUSC
7186,MUSC 5712, Renaissance Music,MUSC
7187,MUSC 5742, Performance Practice of Early Music,MUSC
7188,MUSC 5752, Women in Music,MUSC
7189,MUSC 5762, History of Choral Literature,MUSC
7190,MUSC 5772, History of Opera,MUSC
7191,MUSC 5802, Studies in 20th Century Music,MUSC
7192,MUSC 5808, Advanced Studies in the Alexander Technique,MUSC
7193,MUSC 5822, Ancient and Medieval Music,MUSC
7194,MUSC 5832, Studies in American Music,MUSC
7195,MUSC 5842, Aesthetics of Music,MUSC
7196,MUSC 5852, 17th and Early 18th Century Music,MUSC
7197,MUSC 5872, Late 18th and 19th Century Music,MUSC
7198,MUSC 5882, Studies in 18th and 19th Century Music,MUSC
7199,MUSC 5892, Latin American Music,MUSC
7200,MUSC 5908, Internship in Music Business,MUSC
7201,MUSC 5918, Building Your Music Career,MUSC
7202,MUSC 5938, Management and Leadership in the Arts,MUSC
7203,MUSC 5948, Sustainable Arts Organizations: Forecasting and Fundraising,MUSC
7204,MUSC 5958, Community Performances,MUSC
7205,MUSC 5978, Introduction to Arts Administration,MUSC
7206,MUSC 5988, The Entrepreneurial Artist,MUSC
7207,MUSC 6041, Advanced Orchestration,MUSC
7208,MUSC 6051, Pedagogy of Music Theory,MUSC
7209,MUSC 6113, Foundations of Music Education,MUSC
7210,MUSC 6133, Comprehensive Musicianship through Performance,MUSC
7211,MUSC 6193, Selected Studies in Music Education,MUSC
7212,MUSC 6203, Psychology of Music Learning,MUSC
7213,MUSC 6213, Assessment of Music Learning,MUSC
7214,MUSC 6223, Sociology of Music Education,MUSC
7215,MUSC 6233, Pedagogy of Music Teaching and Learning,MUSC
7216,MUSC 6243, Applications of Music Pedagogy,MUSC
7217,MUSC 6325, Seminar in Piano Literature,MUSC
7218,MUSC 6343, Capstone Portfolio Project,MUSC
7219,MUSC 6801, Advanced Topics in Music Theory,MUSC
7220,MUSC 6822, Advanced Studies in Musicology,MUSC
7221,MUSC 7046, Seminar in Jazz Literature,MUSC
7222,MUSC 7103, Historical Research in Music Education,MUSC
7223,MUSC 7113, Quantitative Research in Music Education,MUSC
